grid_id,n_reaches,total_length_km,max_seg_length_km,main_hyriv_id,main_length_km,main_length_frac,n_exit_reaches,n_exit_downstream_cells,in_china,next_grid_id,has_next,rank_by
1981106,24,62.42987881567661,6.758691227916075,41194808,6.758691227916075,0.10826052134220894,0,0,True,1991106.0,True,total_length_km
2501092,29,62.02847993959938,6.784410992681983,40969663,6.784410992681983,0.10937574158335568,1,1,True,2491092.0,True,total_length_km
2461118,31,61.676022844855666,5.722729832048805,40991665,5.722729832048805,0.0927869465001687,2,2,True,2461119.0,True,total_length_km
2760982,44,61.2294294824271,5.469073620154204,40812748,5.469073620154204,0.08932099590645105,0,0,True,-1.0,False,total_length_km
2840970,31,61.20685618509607,3.6505896475227395,40764088,3.6505896475227395,0.05964347583027245,2,2,True,2830970.0,True,total_length_km
2481146,22,61.17728186460605,9.553470994977456,40981787,9.553470994977456,0.15616043576634597,1,1,True,2481147.0,True,total_length_km
3860900,21,60.9891881432919,7.184620757546211,40391808,7.184620757546211,0.11780154772131421,1,1,True,3850900.0,True,total_length_km
3240880,18,60.97600785501919,9.996533911750515,40597294,9.996533911750515,0.16394208580396033,3,1,True,3230880.0,True,total_length_km
2440976,33,60.9219913022229,6.5187906726981,41006397,6.5187906726981,0.10700225868126285,3,1,True,2440975.0,True,total_length_km
3861006,16,60.5641024074444,9.621430137349474,40394381,9.621430137349474,0.15886358015547555,3,3,True,3871006.0,True,total_length_km
2201122,26,60.420626000210646,7.563741485767021,41127666,7.563741485767021,0.12518475869052814,2,1,True,2201121.0,True,total_length_km
2860914,15,60.36782496937839,12.016033524844389,40751411,12.016033524844389,0.1990469845640377,1,1,True,2860915.0,True,total_length_km
2400978,23,60.25819735899377,9.660553340169745,41026396,9.660553340169745,0.16031932191094445,5,1,True,2390978.0,True,total_length_km
3641026,18,59.98817259009123,10.71636822596627,40462257,10.71636822596627,0.17864135150762012,1,1,True,3631026.0,True,total_length_km
2661156,25,59.95652817342358,6.11124997259232,40874872,6.11124997259232,0.10192801616056886,1,1,True,2671155.0,True,total_length_km
4100940,20,59.955657243542255,9.53736084813589,40321622,9.53736084813589,0.15907357681685905,2,1,True,4100939.0,True,total_length_km
2860939,43,59.80997343111854,3.4584373323497912,40747039,3.4584373323497912,0.057823756372886136,0,0,True,-1.0,False,total_length_km
2421136,25,59.58005606250027,4.618857369828611,41013990,4.618857369828611,0.07752354856771816,2,2,True,2411135.0,True,total_length_km
2341134,31,59.5074091649779,7.419008179287277,41058100,7.419008179287277,0.12467368825819444,1,1,True,2331134.0,True,total_length_km
2281144,27,59.396396905432475,5.275227436792374,41087750,5.275227436792374,0.08881392999631421,1,1,True,2291144.0,True,total_length_km
4580860,18,59.33966765084106,9.648628025087527,40159597,9.648628025087527,0.16259996739214583,4,1,True,4580859.0,True,total_length_km
2520986,21,59.2415377782524,6.586341196076726,40959153,6.586341196076726,0.11117775539065389,2,2,True,2510986.0,True,total_length_km
4140926,23,59.0432588930689,7.399212649077058,40311321,7.399212649077058,0.12531850016066193,0,0,True,-1.0,False,total_length_km
3500810,18,58.80882074459169,7.680913141061756,40511982,7.680913141061756,0.1306081816267014,0,0,True,-1.0,False,total_length_km
2421134,27,58.69373277160811,8.111828733383804,41013986,8.111828733383804,0.1382060460347435,2,1,True,2411134.0,True,total_length_km
2921146,22,58.47311779039096,7.608564238714161,40719871,7.608564238714161,0.13012072087533694,1,1,True,2911146.0,True,total_length_km
3620896,24,58.38973560188716,5.816536600909319,40467348,5.816536600909319,0.09961573795380105,2,1,True,3620895.0,True,total_length_km
3530890,24,58.29918870642288,5.419090878117353,40500515,5.419090878117353,0.0929531096119752,2,1,True,3530891.0,True,total_length_km
3760856,10,58.06173986008457,11.596426551173002,40425109,11.596426551173002,0.19972578464093085,6,2,True,3770856.0,True,total_length_km
2561002,25,57.9577814554632,5.685933018880851,40937054,5.685933018880851,0.09810473893397942,1,1,True,2551002.0,True,total_length_km
2681168,22,57.875715323018696,7.449730856315751,40864438,7.449730856315751,0.12871946056713007,2,1,True,2681169.0,True,total_length_km
2221128,30,57.86054125958922,4.30900256945111,41115876,4.30900256945111,0.0744722132846792,3,1,True,2221127.0,True,total_length_km
2841154,24,57.82488205821292,6.814642715865402,40760934,6.814642715865402,0.11784966044556786,2,1,True,2841155.0,True,total_length_km
4480928,26,57.82105084967816,7.699607575638433,40192543,7.699607575638433,0.1331627056667596,2,1,True,4480927.0,True,total_length_km
2860856,24,57.78386906103543,10.10306689637344,40751171,10.10306689637344,0.17484234026804024,2,2,True,2870856.0,True,total_length_km
2181088,29,57.71814160968752,6.804115171834048,41133770,6.804115171834048,0.1178852087415793,3,1,True,2171088.0,True,total_length_km
3320892,17,57.57609127389305,7.554274837267098,40571399,7.554274837267098,0.1312050656813597,3,1,True,3320891.0,True,total_length_km
1921104,23,57.316482158439456,8.444468853655575,41209526,8.444468853655575,0.1473305502300822,3,2,True,1911104.0,True,total_length_km
2241012,27,57.156283104539895,6.607466494937529,41106027,6.607466494937529,0.11560350211808473,2,2,True,2231013.0,True,total_length_km
3850944,17,57.142249036205705,10.297667288941756,40396526,10.297667288941756,0.18021109533888116,5,2,True,3860944.0,True,total_length_km
2581126,24,57.116121316983225,8.782588270866793,40925352,8.782588270866793,0.15376723888733895,2,1,True,2581127.0,True,total_length_km
3880962,29,57.105352860919616,4.549973633708924,40385447,4.549973633708924,0.07967683248171863,1,1,True,3890961.0,True,total_length_km
2941160,29,57.03597884066527,5.242045710067345,40708652,5.242045710067345,0.09190770136007369,2,2,True,2951161.0,True,total_length_km
2381052,18,56.94973709083537,6.602522515474698,41034188,6.602522515474698,0.11593596130116654,2,1,True,2381053.0,True,total_length_km
2460982,32,56.94736163627798,5.121607440106564,40991615,5.121607440106564,0.08993581604040236,5,2,True,2460981.0,True,total_length_km
2461004,21,56.92487474061782,8.390475856105322,40991897,8.390475856105322,0.14739559628962054,1,1,True,2451004.0,True,total_length_km
2881082,20,56.89873215060327,6.671168642428609,40740025,6.671168642428609,0.11724634961585655,2,2,True,2891082.0,True,total_length_km
3631000,13,56.83939772140133,12.068105382034846,40466019,12.068105382034846,0.21231937469124393,3,2,True,3621000.0,True,total_length_km
2601106,28,56.830944469102256,5.267633920055244,40911780,5.267633920055244,0.09268953682300918,2,2,True,2611106.0,True,total_length_km
4440826,20,56.824529373021846,6.439837884011171,40209363,6.439837884011171,0.11332848604406681,2,1,True,4450826.0,True,total_length_km
2480986,31,56.74815916152366,4.568932552073877,40982745,4.568932552073877,0.08051243634298715,1,1,True,2470986.0,True,total_length_km
2921176,27,56.71577675903936,5.005447554964494,40716987,5.005447554964494,0.08825494141128423,2,2,True,2921177.0,True,total_length_km
2441138,25,56.622250551399816,7.679413457894177,41002922,7.679413457894177,0.13562536605504683,4,1,True,2431138.0,True,total_length_km
2421138,28,56.59549445069725,4.9620412546344275,41015713,4.9620412546344275,0.08767555267066486,2,1,True,2421137.0,True,total_length_km
2801166,22,56.59198425670451,9.413154265041458,40788121,9.413154265041458,0.16633370235514003,2,1,True,2801165.0,True,total_length_km
3080812,21,56.58624128456796,7.804819727093319,40651707,7.804819727093319,0.13792786991882827,1,1,True,3080811.0,True,total_length_km
2961156,28,56.58045786872237,5.378119325104663,40700397,5.378119325104663,0.09505259461814435,1,1,True,2961157.0,True,total_length_km
2920942,25,56.562692100919364,9.557880035256611,40717471,9.557880035256611,0.1689785206510929,1,1,True,2920943.0,True,total_length_km
3880964,18,56.5278930109412,7.104611486660552,40386326,7.104611486660552,0.12568328851891625,4,1,True,3880963.0,True,total_length_km
3680822,11,56.51206152159489,10.863246862350394,40450928,10.863246862350394,0.1922288192972616,3,1,True,3690822.0,True,total_length_km
2501102,22,56.495575703281816,5.4980189753543085,40974405,5.4980189753543085,0.09731769093265351,4,2,True,2501101.0,True,total_length_km
4501327,9,56.48110189989318,9.798454136103716,40185228,9.798454136103716,0.17348199320669144,6,1,True,4501328.0,True,total_length_km
2581122,29,56.34466047029862,6.344751391309031,40923237,6.344751391309031,0.1126060808309172,3,1,True,2581123.0,True,total_length_km
2481108,24,56.2457231758139,7.559761219300999,40981058,7.559761219300999,0.13440597422261885,2,1,True,2471108.0,True,total_length_km
3730978,23,56.19396661803932,8.589618938733159,40431875,8.589618938733159,0.1528566046443806,3,1,True,3730977.0,True,total_length_km
2441102,21,56.07883860182603,8.190270574470954,41005590,8.190270574470954,0.14604921889741604,4,2,True,2441103.0,True,total_length_km
3660992,14,56.05213533212777,12.778990114547483,40454904,12.778990114547483,0.22798400165894958,4,3,True,3660991.0,True,total_length_km
2481090,22,56.04446242609661,7.961957761323025,40983754,7.961957761323025,0.1420650215321828,2,1,True,2481091.0,True,total_length_km
2261126,21,56.0436838147788,6.307097229723787,41098937,6.307097229723787,0.11253894819920093,1,1,True,2251126.0,True,total_length_km
2881154,19,56.001411657885505,6.6135715822793,40740061,6.6135715822793,0.11809651554289077,3,1,True,2881155.0,True,total_length_km
3720832,14,55.99235383042319,10.693415577759216,40434550,10.693415577759216,0.19097992576173853,2,1,True,3720831.0,True,total_length_km
3740784,13,55.98816139721367,8.144004102519734,40429759,8.144004102519734,0.1454593953307606,3,2,True,3750784.0,True,total_length_km
2881208,24,55.82485034188873,5.837629230941923,40738787,5.837629230941923,0.1045704412137331,1,1,True,2881209.0,True,total_length_km
3480792,16,55.82215362114309,8.404145137451073,40520557,8.404145137451073,0.1505521480681092,3,2,True,3480793.0,True,total_length_km
3820786,10,55.808930634766725,11.458383847994883,40410129,11.458383847994883,0.20531452077056586,4,2,True,3830786.0,True,total_length_km
2741126,32,55.74709427938645,6.019350719556288,40827519,6.019350719556288,0.10797604426500229,2,2,True,2741127.0,True,total_length_km
4500816,15,55.74633974104077,10.953010508713653,40187241,10.953010508713653,0.19647945604310205,6,1,True,4490816.0,True,total_length_km
2500986,27,55.74471866780442,5.415372242975248,40972835,5.415372242975248,0.09714592471524873,1,1,True,2490986.0,True,total_length_km
3060830,18,55.64904885394077,11.606585447303976,40659596,11.606585447303976,0.20856754403417013,2,1,True,3060831.0,True,total_length_km
3021182,28,55.59389842521044,4.515276296358063,40675528,4.515276296358063,0.08121891833925605,2,2,True,3031182.0,True,total_length_km
2581108,23,55.59326828718703,5.586519138131344,40922741,5.586519138131344,0.10048912953403223,1,1,True,2581109.0,True,total_length_km
3120858,23,55.58960208148042,8.143425653487387,40636994,8.143425653487387,0.14649188604644384,1,1,True,3120857.0,True,total_length_km
3741054,20,55.56392891051784,10.137207761241283,40429151,10.137207761241283,0.1824422419366098,3,1,True,3741055.0,True,total_length_km
2301144,26,55.528060661466476,7.976093465209069,41079133,7.976093465209069,0.14364077135407782,1,1,True,2311143.0,True,total_length_km
3960804,5,55.51922357529022,11.350418575576118,40364718,11.350418575576118,0.2044412339481602,5,3,True,3980804.0,True,total_length_km
2901180,28,55.38413293776686,5.6428407397276645,40730285,5.6428407397276645,0.1018855119762969,3,2,True,2901179.0,True,total_length_km
2301106,24,55.33609874881995,7.722257557458131,41078888,7.722257557458131,0.13955189708097754,1,1,True,2311106.0,True,total_length_km
2360998,24,55.29460568549948,7.010293623002196,41047491,7.010293623002196,0.1267807869518922,2,1,True,2350998.0,True,total_length_km
2460984,31,55.28794458067419,4.213395305791794,40995967,4.213395305791794,0.07620821026623187,2,2,True,2450984.0,True,total_length_km
4000956,19,55.19908752687357,8.545374504080165,40356383,8.545374504080165,0.15481006819034582,2,2,True,4010956.0,True,total_length_km
3630966,15,55.188337927531606,8.196492811679237,40464667,8.196492811679237,0.1485185660499894,3,2,True,3630967.0,True,total_length_km
2181094,25,55.176115154695665,6.092483157829529,41135490,6.092483157829529,0.11041884954655128,2,1,True,2181093.0,True,total_length_km
2321028,18,55.148302124218844,6.980340587243134,41066008,6.980340587243134,0.1265739890145713,1,1,True,2311029.0,True,total_length_km
4360932,19,55.12579459358142,7.377907128979255,40233866,7.377907128979255,0.13383765591722288,5,1,True,4360931.0,True,total_length_km
3750888,18,55.121639445293376,10.558361773653349,40424635,10.558361773653349,0.19154658460643603,4,1,True,3750889.0,True,total_length_km
2381118,22,55.119725284878314,9.542141559966687,41035897,9.542141559966687,0.17311663856540488,1,1,True,2371117.0,True,total_length_km
3900790,15,55.0599194496116,8.944588647199344,40379705,8.944588647199344,0.1624519021569771,1,1,True,3910790.0,True,total_length_km
4300912,16,55.04780583191927,8.432677482135484,40256463,8.432677482135484,0.1531882580003911,4,1,True,4290912.0,True,total_length_km
2860848,28,55.02563069593283,5.291875627586868,40748989,5.291875627586868,0.09617110355044076,2,1,True,2850848.0,True,total_length_km
3101042,12,55.00206095705241,11.076752278513588,40645099,11.076752278513588,0.20138794957452077,4,3,True,3091042.0,True,total_length_km
2361134,32,54.97701694448204,5.801250655541422,41044390,5.801250655541422,0.10552137925925943,3,3,True,2371134.0,True,total_length_km
3350940,17,54.918509238008085,8.28747693638587,40566468,8.28747693638587,0.15090498725064191,1,1,True,3350939.0,True,total_length_km
2440984,26,54.89795677350015,6.77660009625725,41004838,6.77660009625725,0.12343993282329936,6,3,True,2430984.0,True,total_length_km
3061042,18,54.88028559801725,8.624099691918943,40658540,8.624099691918943,0.1571438559027929,2,1,True,3071042.0,True,total_length_km
3121042,14,54.82870383007258,10.685390027420107,40641297,10.685390027420107,0.1948867888713313,2,2,True,3111043.0,True,total_length_km
2841198,25,54.79562604351273,5.068829332868221,40760699,5.068829332868221,0.09250426902401128,2,1,True,2841199.0,True,total_length_km
3920890,11,54.603415280024656,11.726667459452441,40383954,11.726667459452441,0.2147606958157132,4,1,True,3930890.0,True,total_length_km
4040786,16,54.56387843256088,7.788223043179635,40340124,7.788223043179635,0.14273587704740634,2,1,True,4040787.0,True,total_length_km
2400976,33,54.540623767538676,5.199437644378732,41024656,5.199437644378732,0.09533146644122757,3,2,True,2390976.0,True,total_length_km
2801066,17,54.516342940037866,7.668370224761856,40787248,7.668370224761856,0.14066186048459342,1,1,True,2801065.0,True,total_length_km
4040782,20,54.50764064321579,8.438514515628997,40338676,8.438514515628997,0.15481342461443126,2,1,True,4040783.0,True,total_length_km
3160920,17,54.44148601810344,9.025944105255334,40624292,9.025944105255334,0.16579165569165277,1,1,True,3150921.0,True,total_length_km
4430826,12,54.413103721811865,9.785717219631838,40212931,9.785717219631838,0.17984118806494706,6,1,True,4440826.0,True,total_length_km
2541190,15,54.36992508954117,12.490330471941062,40946886,12.490330471941062,0.22972866803422828,1,1,True,2541191.0,True,total_length_km
3720842,17,54.340645705860865,7.049438129209778,40434816,7.049438129209778,0.12972680095425268,4,3,True,3730841.0,True,total_length_km
2181122,30,54.3235277190942,3.4856355340299623,41136050,3.4856355340299623,0.06416438107727666,0,0,True,-1.0,False,total_length_km
1981096,20,54.27710540465995,7.9215765473889475,41194502,7.9215765473889475,0.14594692344645266,4,4,True,1991097.0,True,total_length_km
4501326,6,54.273532641230155,9.64862802508846,40183755,9.64862802508846,0.17777777777742543,6,2,True,4501328.0,True,total_length_km
4050960,14,54.25979640840406,7.940694444620426,40335279,7.940694444620426,0.14634582085144957,2,2,True,4050959.0,True,total_length_km
3900942,16,54.25097855470252,10.854860899370902,40380942,10.854860899370902,0.20008599270565589,3,1,True,3900941.0,True,total_length_km
4500826,20,54.203803365365694,7.049401790982596,40185913,7.049401790982596,0.1300536374443221,2,1,True,4490827.0,True,total_length_km
3380870,26,54.17730234394002,7.324276668917459,40552501,7.324276668917459,0.13519087056826692,0,0,True,-1.0,False,total_length_km
2921148,21,54.155144802880365,8.453247218113752,40720311,8.453247218113752,0.15609315142416805,2,1,True,2921149.0,True,total_length_km
2581070,18,54.09784886996786,7.65620955893008,40924624,7.65620955893008,0.1415252125335502,1,1,True,2571070.0,True,total_length_km
2861138,22,54.08614540881408,8.07766132861651,40748622,8.07766132861651,0.14934806811542803,2,1,True,2861137.0,True,total_length_km
2341138,24,54.07836265637748,6.152974179532091,41055837,6.152974179532091,0.11377885493000348,1,1,True,2331138.0,True,total_length_km
3940922,19,54.04538601601649,8.199967758486498,40369605,8.199967758486498,0.15172373375326464,1,1,True,3950922.0,True,total_length_km
2681154,22,54.018701252861284,8.070912010981072,40866444,8.070912010981072,0.14940959008253774,3,1,True,2691154.0,True,total_length_km
2521100,26,53.94468054299947,7.760782439854841,40960409,7.760782439854841,0.14386557417220588,3,1,True,2511100.0,True,total_length_km
3731060,13,53.90126026676937,11.708483888700828,40433916,11.708483888700828,0.21722096720471706,3,3,True,3741060.0,True,total_length_km
2821168,27,53.856963591967386,4.908539213632286,40777105,4.908539213632286,0.09114028876229445,3,1,True,2831168.0,True,total_length_km
4380944,13,53.80931117920176,11.294830550261914,40228655,11.294830550261914,0.20990476002650568,5,2,True,4380945.0,True,total_length_km
2321094,19,53.80240587719436,9.05231257032107,41067548,9.05231257032107,0.16825107395723624,1,1,True,2311093.0,True,total_length_km
2920952,29,53.7755991476121,5.71605691257045,40718655,5.71605691257045,0.10629462066763921,2,1,True,2920951.0,True,total_length_km
2341158,26,53.771382994998135,4.831018813017146,41057478,4.831018813017146,0.08984367788097494,2,1,True,2341159.0,True,total_length_km
3001090,27,53.75932559321994,4.144861788357454,40683080,4.144861788357454,0.07710033082855858,1,1,True,2991090.0,True,total_length_km
2941188,19,53.747207017962175,7.929337733095194,40709608,7.929337733095194,0.1475302285092736,1,1,True,2951189.0,True,total_length_km
3701118,20,53.71758633105525,6.145506028552326,40439844,6.145506028552326,0.11440398663257663,1,1,True,3691118.0,True,total_length_km
2261030,24,53.71094244888868,8.496956154825908,41098539,8.496956154825908,0.15819786001542627,2,1,True,2261031.0,True,total_length_km
4051126,19,53.680681132639805,7.395305622817071,40333673,7.395305622817071,0.13776475012572925,0,0,True,-1.0,False,total_length_km
2461096,22,53.680471443332735,6.933145190794873,40992172,6.933145190794873,0.12915581783058258,3,1,True,2461097.0,True,total_length_km
2860964,41,53.6775966268388,4.577481940755332,40747795,4.577481940755332,0.08527732663922198,0,0,True,-1.0,False,total_length_km
4031096,20,53.67722205858558,9.501796552891312,40342910,9.501796552891312,0.17701729315501186,2,2,True,4041096.0,True,total_length_km
3850898,18,53.67336190566827,8.103087944978776,40396067,8.103087944978776,0.1509703819041571,4,1,True,3850899.0,True,total_length_km
3860874,10,53.66823707759103,11.474699584178541,40393848,11.474699584178541,0.2138080214483095,6,3,True,3880874.0,True,total_length_km
3960806,8,53.64691685221081,11.350550541545996,40364377,11.350550541545996,0.21157880466486184,6,3,True,3980807.0,True,total_length_km
2721192,19,53.60494740378415,7.452927230432912,40841683,7.452927230432912,0.13903431663299767,1,1,True,2711193.0,True,total_length_km
4360946,15,53.55639012163949,11.171024994875792,40234884,11.171024994875792,0.20858435323037453,5,2,True,4370946.0,True,total_length_km
2221086,23,53.525798363707494,7.346213058754115,41116421,7.346213058754115,0.13724621179560254,1,1,True,2211086.0,True,total_length_km
2901006,24,53.51198195636253,6.519289771731085,40727335,6.519289771731085,0.12182859863137524,2,1,True,2891006.0,True,total_length_km
4420928,12,53.50446696276383,10.986605403226683,40214713,10.986605403226683,0.20533996555601156,4,4,True,4430929.0,True,total_length_km
3930998,20,53.49398745532475,5.917185755983556,40371973,5.917185755983556,0.11061403416459215,2,1,True,3930997.0,True,total_length_km
3930894,12,53.47127416268134,9.519350102037494,40373040,9.519350102037494,0.17802736611579076,6,3,True,3940893.0,True,total_length_km
2521084,20,53.44822083721534,8.285533624298909,40957215,8.285533624298909,0.15501982095033168,3,1,True,2521085.0,True,total_length_km
2481120,23,53.380078655433365,6.505540760156922,40985662,6.505540760156922,0.1218720714547832,5,3,True,2491120.0,True,total_length_km
3430842,22,53.36078995249173,9.038376639041612,40537243,9.038376639041612,0.16938236197568804,0,0,True,-1.0,False,total_length_km
3120834,23,53.326075803505866,5.51093615877391,40636989,5.51093615877391,0.10334411590833015,0,0,True,-1.0,False,total_length_km
2921184,28,53.3168439724756,5.699091215739602,40717814,5.699091215739602,0.10689100837779732,3,1,True,2911184.0,True,total_length_km
2601132,25,53.30807045244621,6.22741736319304,40911793,6.22741736319304,0.11681941046334149,1,1,True,2601131.0,True,total_length_km
3750852,13,53.29889780450238,11.12748922031527,40426715,11.12748922031527,0.208775221977954,5,3,True,3770852.0,True,total_length_km
3560932,12,53.2698833857802,10.381528568155941,40490390,10.381528568155941,0.19488551332040602,5,3,True,3550932.0,True,total_length_km
3500870,22,53.2518698647153,6.796812708975825,40511351,6.796812708975825,0.12763519339777013,0,0,True,-1.0,False,total_length_km
2381128,23,53.24580568079353,9.331998413322426,41035709,9.331998413322426,0.1752626013261473,1,1,True,2381129.0,True,total_length_km
3920922,11,53.24313889256223,11.726715258430866,40376559,11.726715258430866,0.22024838321598322,5,2,True,3930922.0,True,total_length_km
2261076,22,53.178512948906246,5.267990094010557,41096465,5.267990094010557,0.09906238068507155,2,1,True,2261077.0,True,total_length_km
3901004,22,53.1476905745286,8.213845511241699,40378663,8.213845511241699,0.1545475527242992,1,1,True,3901003.0,True,total_length_km
2921150,25,53.13773376812533,8.02718279370899,40720313,8.02718279370899,0.15106370227862626,2,1,True,2921151.0,True,total_length_km
4300930,10,53.090168810492386,10.887940651059413,40255326,10.887940651059413,0.20508393352306675,4,2,True,4300929.0,True,total_length_km
4220954,9,53.0749122554248,12.061918850989736,40285051,12.061918850989736,0.22726215340576253,5,3,True,4230953.0,True,total_length_km
3440838,17,53.004468136614875,11.090788658802161,40533007,11.090788658802161,0.209242523294763,1,1,True,3440837.0,True,total_length_km
2321048,25,52.96805440604827,6.418958648760781,41065785,6.418958648760781,0.12118547152126129,2,1,True,2321049.0,True,total_length_km
2521030,16,52.95966696969657,8.163245890751718,40957452,8.163245890751718,0.1541408086161628,3,1,True,2521031.0,True,total_length_km
2881200,27,52.934664304725615,6.5003230856526635,40740089,6.5003230856526635,0.12279898571251283,1,1,True,2881199.0,True,total_length_km
2301098,22,52.90369255870681,6.918169818303796,41078885,6.918169818303796,0.13076912940673768,3,1,True,2311098.0,True,total_length_km
2401130,26,52.89217011543758,7.480665842421103,41025401,7.480665842421103,0.1414323864211752,2,1,True,2401131.0,True,total_length_km
2381132,34,52.88172220042008,3.7324992162281787,41034016,3.7324992162281787,0.07058202836288355,2,1,True,2371132.0,True,total_length_km
1881104,18,52.82203923219391,8.534328831284117,41219926,8.534328831284117,0.16156757587053977,2,1,True,1881105.0,True,total_length_km
3660810,7,52.78803513089072,12.674298776151183,40458607,12.674298776151183,0.24009794539093168,4,2,True,3670810.0,True,total_length_km
3950898,10,52.7816113100457,9.911504537412103,40367617,9.911504537412103,0.18778328837273842,4,2,True,3960898.0,True,total_length_km
2961182,27,52.78004043633248,8.152439211468307,40701143,8.152439211468307,0.15446064732183057,1,1,True,2971182.0,True,total_length_km
3921014,18,52.71625542262311,6.755756965485403,40373293,6.755756965485403,0.1281532026758141,2,1,True,3921015.0,True,total_length_km
2321132,24,52.70555054137187,5.469623597185904,41067573,5.469623597185904,0.10377699390299425,2,2,True,2321131.0,True,total_length_km
2401148,22,52.695742413923014,6.1939303374363135,41028475,6.1939303374363135,0.11754138102435735,2,1,True,2401147.0,True,total_length_km
3201108,16,52.64032802034845,7.855667883412278,40610211,7.855667883412278,0.14923288244662192,2,1,True,3201109.0,True,total_length_km
1961096,25,52.633201923459865,4.794474361322933,41199442,4.794474361322933,0.09109220389622395,6,3,True,1971096.0,True,total_length_km
3520860,18,52.630710733262106,5.776520552226422,40506311,5.776520552226422,0.10975570102981178,2,1,True,3520861.0,True,total_length_km
2500980,24,33.001509919862634,5.27660493097304,40969618,5.27660493097304,0.1598898033388832,10,6,True,2500981.0,True,n_exit_downstream_cells
2181078,18,31.218604242025105,5.438414871946117,41134578,5.438414871946117,0.17420429272828167,8,6,True,2191077.0,True,n_exit_downstream_cells
2201088,12,32.80560536064103,5.43682919013023,41127839,5.43682919013023,0.1657286652802676,8,6,True,2191089.0,True,n_exit_downstream_cells
2301152,14,27.48884999483529,6.047605261402462,41078680,6.047605261402462,0.22000211949713097,8,6,True,2291153.0,True,n_exit_downstream_cells
2661108,10,21.15516093048469,7.088223720421446,40876705,7.088223720421446,0.335058841845409,8,6,True,2661109.0,True,n_exit_downstream_cells
3630958,7,23.420408821446358,10.878561156762727,40467357,10.878561156762727,0.4644906602484707,7,6,True,3650958.0,True,n_exit_downstream_cells
2721126,12,23.550520826624073,6.688459662888892,40837901,6.688459662888892,0.2840047450384846,10,5,True,2721125.0,True,n_exit_downstream_cells
2281140,17,29.70460000625695,5.700627472768198,41087245,5.700627472768198,0.19191059538143665,9,5,True,2281141.0,True,n_exit_downstream_cells
2460980,15,32.9454238726718,5.063809701201037,40991379,5.063809701201037,0.15370297619395518,9,5,True,2470980.0,True,n_exit_downstream_cells
2721166,14,28.885611303999603,5.508686612358033,40838211,5.508686612358033,0.19070694244214526,9,5,True,2731166.0,True,n_exit_downstream_cells
2821156,13,29.710887289581898,4.9707587672405795,40778416,4.9707587672405795,0.16730428542211773,9,5,True,2811156.0,True,n_exit_downstream_cells
2861168,13,23.756001770006073,4.907541736364572,40749670,4.907541736364572,0.20658113195465205,9,5,True,2861167.0,True,n_exit_downstream_cells
2900848,11,22.451954913907905,5.875967350063448,40730961,5.875967350063448,0.2617129498342066,9,5,True,2890847.0,True,n_exit_downstream_cells
2941170,15,31.208826541948287,4.655046009233623,40708444,4.655046009233623,0.14915799551055534,9,5,True,2941171.0,True,n_exit_downstream_cells
2281026,21,28.66999443082484,4.950913412130081,41089234,4.950913412130081,0.17268623557202561,8,5,True,2271026.0,True,n_exit_downstream_cells
2480978,14,25.440189807430624,8.83212426957475,40981246,8.83212426957475,0.34717210588558756,8,5,True,2490978.0,True,n_exit_downstream_cells
2520982,32,46.102070652919906,4.307386116092038,40956915,4.307386116092038,0.09343151088636031,8,5,True,2530982.0,True,n_exit_downstream_cells
2641110,12,27.460485175212032,8.728819954977306,40891811,8.728819954977306,0.31786838066709094,8,5,True,2631111.0,True,n_exit_downstream_cells
2721132,10,25.37482064413827,7.728482705904622,40844923,7.728482705904622,0.30457289981633606,8,5,True,2711133.0,True,n_exit_downstream_cells
2741164,10,21.413700177112247,6.429854390705457,40828043,6.429854390705457,0.300268255253612,8,5,True,2741165.0,True,n_exit_downstream_cells
2781188,10,23.779651155327272,3.994226846383959,40805378,3.994226846383959,0.1679682691850232,8,5,True,2771189.0,True,n_exit_downstream_cells
3960966,8,27.130003099204874,9.05111771653189,40367358,9.05111771653189,0.3336202242010492,8,5,True,3980966.0,True,n_exit_downstream_cells
2181102,13,23.822374781366683,5.563808437080422,41134773,5.563808437080422,0.23355389578675867,7,5,True,2181103.0,True,n_exit_downstream_cells
2341002,7,15.3670774518206,10.95398716538071,41059579,10.95398716538071,0.7128217580554295,7,5,True,2331002.0,True,n_exit_downstream_cells
2421142,15,30.496556475350168,5.294584342645613,41014898,5.294584342645613,0.17361253054669082,7,5,True,2431141.0,True,n_exit_downstream_cells
2441134,11,27.90038851498746,9.887279819130722,41004914,9.887279819130722,0.3543778544094287,7,5,True,2441135.0,True,n_exit_downstream_cells
2541088,9,24.387367489249915,7.169441129890462,40945112,7.169441129890462,0.293981756458576,7,5,True,2551089.0,True,n_exit_downstream_cells
2601054,7,38.592384284724176,11.211015336589352,40912255,11.211015336589352,0.29049812662201724,7,5,True,2601055.0,True,n_exit_downstream_cells
2681184,11,23.017730334094797,4.189153482943264,40861955,4.189153482943264,0.1819968095089775,7,5,True,2691183.0,True,n_exit_downstream_cells
2741060,9,17.96289378677599,5.76382637151669,40825020,5.76382637151669,0.32087404401176894,7,5,True,2751060.0,True,n_exit_downstream_cells
2741114,9,21.32159681158565,8.13408798836895,40829614,8.13408798836895,0.38149525386152505,7,5,True,2731114.0,True,n_exit_downstream_cells
